match_id,xg_home,xg_away,xg_total,xg_draw_index
50417,1.196703618930878,3.6444714623419134,4.841175081272791,0.8127059934981767
50452,2.010289522158047,0.0,2.010289522158047,1.0391768382273563
50451,2.1187474045908052,1.1028831216513177,3.221630526242123,0.9422695579006302
50450,1.8277438746015338,0.9781962996413582,2.8059401742428918,0.9755247860605687
50449,3.45547075000096,1.1291155977298337,4.584586347730793,0.8332330921815365
50448,0.9169087989392,1.8440956289420505,2.7610044278812502,0.9791196457695
50447,1.12923770220827,1.0905316922133617,2.2197693944216317,1.0224184484462695
50446,0.0,2.016669419339616,2.016669419339616,1.0386664464528308
50445,2.1858572187327066,0.9592015471180141,3.1450587658507208,0.9483952987319424
50444,0.9894743070676687,2.0882916845013373,3.077765991569006,0.9537787206744796
50443,2.304899679127084,2.0172753578025984,4.322175036929682,0.8542259970456254
50442,3.1812483293524627,1.956801122912156,5.138049452264619,0.8
50441,1.9574617080577024,0.0,1.9574617080577024,1.043403063355384
50440,4.032348630609524,0.9601041849915993,4.992452815601124,0.8006037747519101
50439,1.1744974698082662,0.0,1.1744974698082662,1.1060402024153386
50438,1.0552897353811475,1.0045468004903524,2.0598365358715,1.03521307713028
50437,2.797533758860886,0.0,2.797533758860886,0.9761972992911291
50436,3.169129174981646,1.1747435933419736,4.343872768323619,0.8524901785341105
50435,0.9430003308036328,1.100893493703334,2.0438938245069664,1.0364884940394428
50434,1.0994850484676764,1.9776714972560454,3.0771565457237218,0.9538274763421023
50433,1.1900684010491343,0.9119644211400749,2.102032822189209,1.0318373742248632
50432,0.9149366359067121,1.0422436150340693,1.9571802509407814,1.0434255799247374
50431,1.0633970913271864,3.5675798109484096,4.630976902275596,0.8295218478179524
50430,2.1465202791751965,1.9021635635068286,4.048683842682025,0.876105292585438
50429,0.982134250289879,0.9233884706632423,1.9055227209531211,1.0475581823237503
50428,2.359830527849409,2.180704044258023,4.540534572107433,0.8367572342314054
50427,3.1005800847463427,1.0967072454916924,4.197287330238035,0.8642170135809571
50426,1.0618600798381113,2.1821837575192675,3.2440438373573786,0.9404764930114097
50425,2.1818598176094497,0.9004241683991288,3.0822839860085782,0.9534172811193138
