league_code,season,match_date,home_team,away_team,temperature,rainfall,wind_speed,weather_draw_index
E0,1617,2016-01-10,Sunderland,West Ham,7.2,0.0,19.6,1.15
E0,1617,2016-01-10,West Ham,Middlesbrough,7.2,0.0,19.6,1.15
E0,1617,2016-01-10,Watford,Bournemouth,7.2,0.0,19.6,1.15
E0,1617,2016-01-10,Hull,Chelsea,7.2,0.0,19.6,1.15
E0,1617,2016-01-10,Swansea,Liverpool,7.2,0.0,19.6,1.15
E0,1617,2016-02-10,Burnley,Arsenal,7.5,0.0,15.5,1.15
E0,1617,2016-02-10,Man City,Stoke,7.5,0.0,15.5,1.15
E0,1617,2016-02-10,Tottenham,Man City,7.5,0.0,15.5,1.15
E0,1617,2016-02-10,Leicester,Southampton,7.5,0.0,15.5,1.15
E0,1617,2016-03-12,Stoke,Burnley,9.6,0.0,1.6,1.016
E0,1617,2016-03-12,Crystal Palace,Southampton,9.6,0.0,1.6,1.016
E0,1617,2016-03-12,West Ham,Arsenal,9.6,0.0,1.6,1.016
E0,1617,2016-03-12,West Ham,Watford,9.6,0.0,1.6,1.016
E0,1617,2016-03-12,Sunderland,Leicester,9.6,0.0,1.6,1.016
E0,1617,2016-03-12,Man City,Chelsea,9.6,0.0,1.6,1.016
E0,1617,2016-03-12,Tottenham,Swansea,9.6,0.0,1.6,1.016
E0,1617,2016-04-12,Everton,Man City,15.0,0.0,12.1,1.121
E0,1617,2016-04-12,Bournemouth,Liverpool,15.0,0.0,12.1,1.121
E0,1617,2016-05-11,Chelsea,Everton,17.3,0.4,6.2,1.074
E0,1617,2016-05-11,West Ham,Stoke,17.3,0.4,6.2,1.074
E0,1617,2016-05-11,Man City,Middlesbrough,17.3,0.4,6.2,1.074
E0,1617,2016-05-11,Burnley,Crystal Palace,17.3,0.4,6.2,1.074
E0,1617,2016-05-11,Bournemouth,Sunderland,17.3,0.4,6.2,1.074
E0,1617,2016-05-12,Middlesbrough,Hull,21.1,0.0,20.7,1.15
E0,1617,2016-06-11,Arsenal,Tottenham,20.9,0.0,7.3,1.073
E0,1617,2016-06-11,Hull,Southampton,20.9,0.0,7.3,1.073
E0,1617,2016-06-11,Leicester,West Ham,20.9,0.0,7.3,1.073
E0,1617,2016-06-11,Liverpool,Watford,20.9,0.0,7.3,1.073
E0,1617,2016-06-11,Swansea,Man City,20.9,0.0,7.3,1.073
E0,1617,2016-08-13,Man City,Sunderland,23.1,0.0,18.6,1.15
E0,1617,2016-08-13,Southampton,Watford,23.1,0.0,18.6,1.15
E0,1617,2016-08-13,Crystal Palace,West Ham,23.1,0.0,18.6,1.15
E0,1617,2016-08-13,Everton,Tottenham,23.1,0.0,18.6,1.15
E0,1617,2016-08-13,Burnley,Swansea,23.1,0.0,18.6,1.15
E0,1617,2016-08-13,Hull,Leicester,23.1,0.0,18.6,1.15
E0,1617,2016-08-13,Middlesbrough,Stoke,23.1,0.0,18.6,1.15
E0,1617,2016-08-14,Bournemouth,Man City,22.2,0.0,9.4,1.094
E0,1617,2016-08-14,Arsenal,Liverpool,22.2,0.0,9.4,1.094
E0,1617,2016-08-15,Chelsea,West Ham,21.4,0.0,14.2,1.142
E0,1617,2016-08-19,Man City,Southampton,19.2,0.2,19.9,1.15
E0,1617,2016-08-20,Watford,Chelsea,18.7,0.2,35.4,1.15
E0,1617,2016-08-20,Burnley,Liverpool,18.7,0.2,35.4,1.15
E0,1617,2016-08-20,Leicester,Arsenal,18.7,0.2,35.4,1.15
E0,1617,2016-08-20,Swansea,Hull,18.7,0.2,35.4,1.15
E0,1617,2016-08-20,Tottenham,Crystal Palace,18.7,0.2,35.4,1.15
E0,1617,2016-08-20,Stoke,Man City,18.7,0.2,35.4,1.15
E0,1617,2016-08-20,West Ham,Everton,18.7,0.2,35.4,1.15
E0,1617,2016-08-21,Sunderland,Middlesbrough,20.4,0.0,23.1,1.15
E0,1617,2016-08-21,West Ham,Bournemouth,20.4,0.0,23.1,1.15
E0,1617,2016-08-27,Leicester,Swansea,20.6,0.0,15.2,1.15
