league_code,season,match_date,home_team,away_team,temperature,rainfall,wind_speed,weather_draw_index
E0,2324,2023-08-11,Burnley,Man City,22.9,0.1,21.0,1.15
E0,2324,2023-08-12,Newcastle,Aston Villa,20.2,0.0,29.3,1.15
E0,2324,2023-08-12,Arsenal,Nott'm Forest,20.2,0.0,29.3,1.15
E0,2324,2023-08-12,Brighton,Luton,20.2,0.0,29.3,1.15
E0,2324,2023-08-12,Bournemouth,West Ham,20.2,0.0,29.3,1.15
E0,2324,2023-08-12,Everton,Fulham,20.2,0.0,29.3,1.15
E0,2324,2023-08-12,Sheffield United,Crystal Palace,20.2,0.0,29.3,1.15
E0,2324,2023-08-13,Chelsea,Liverpool,21.6,0.0,25.4,1.15
E0,2324,2023-08-13,Brentford,Tottenham,21.6,0.0,25.4,1.15
E0,2324,2023-08-14,Man City,Wolves,20.5,0.6,28.5,1.15
E0,2324,2023-08-18,Nott'm Forest,Sheffield United,24.8,0.0,21.3,1.15
E0,2324,2023-08-19,Liverpool,Bournemouth,22.8,0.0,27.8,1.15
E0,2324,2023-08-19,Wolves,Brighton,22.8,0.0,27.8,1.15
E0,2324,2023-08-19,Tottenham,Man City,22.8,0.0,27.8,1.15
E0,2324,2023-08-19,Man City,Newcastle,22.8,0.0,27.8,1.15
E0,2324,2023-08-19,Fulham,Brentford,22.8,0.0,27.8,1.15
E0,2324,2023-08-20,West Ham,Chelsea,24.0,0.0,17.9,1.15
E0,2324,2023-08-20,Aston Villa,Everton,24.0,0.0,17.9,1.15
E0,2324,2023-08-21,Crystal Palace,Arsenal,23.2,0.0,19.0,1.15
E0,2324,2023-08-25,Chelsea,Luton,19.5,0.0,14.1,1.141
E0,2324,2023-08-26,Brighton,West Ham,17.2,0.3,17.2,1.15
E0,2324,2023-08-26,Bournemouth,Tottenham,17.2,0.3,17.2,1.15
E0,2324,2023-08-26,Arsenal,Fulham,17.2,0.3,17.2,1.15
E0,2324,2023-08-26,Brentford,Crystal Palace,17.2,0.3,17.2,1.15
E0,2324,2023-08-26,Everton,Wolves,17.2,0.3,17.2,1.15
E0,2324,2023-08-26,Man City,Nott'm Forest,17.2,0.3,17.2,1.15
E0,2324,2023-08-27,Sheffield United,Man City,18.9,0.0,20.3,1.15
E0,2324,2023-08-27,Newcastle,Liverpool,18.9,0.0,20.3,1.15
E0,2324,2023-08-27,Burnley,Aston Villa,18.9,0.0,20.3,1.15
E0,2324,2023-09-01,Luton,West Ham,22.0,0.1,3.8,1.041
E0,2324,2023-09-02,Brentford,Bournemouth,23.0,0.0,14.1,1.141
E0,2324,2023-09-02,Burnley,Tottenham,23.0,0.0,14.1,1.141
E0,2324,2023-09-02,Chelsea,Nott'm Forest,23.0,0.0,14.1,1.141
E0,2324,2023-09-02,Man City,Fulham,23.0,0.0,14.1,1.141
E0,2324,2023-09-02,Brighton,Newcastle,23.0,0.0,14.1,1.141
E0,2324,2023-09-02,Sheffield United,Everton,23.0,0.0,14.1,1.141
E0,2324,2023-09-03,Liverpool,Aston Villa,24.7,0.0,5.1,1.051
E0,2324,2023-09-03,Arsenal,Man City,24.7,0.0,5.1,1.051
E0,2324,2023-09-03,Crystal Palace,Wolves,24.7,0.0,5.1,1.051
E0,2324,2023-09-16,Wolves,Liverpool,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-16,Fulham,Luton,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-16,Man City,Brighton,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-16,Tottenham,Sheffield United,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-16,West Ham,Man City,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-16,Newcastle,Brentford,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-16,Aston Villa,Crystal Palace,25.5,0.0,12.8,1.1280000000000001
E0,2324,2023-09-17,Everton,Arsenal,20.3,0.0,17.5,1.15
E0,2324,2023-09-17,Bournemouth,Chelsea,20.3,0.0,17.5,1.15
E0,2324,2023-09-18,Nott'm Forest,Burnley,18.5,0.2,31.4,1.15
E0,2324,2023-09-23,Brentford,Everton,17.0,0.0,15.6,1.15
E0,2324,2023-09-23,Burnley,Man City,17.0,0.0,15.6,1.15
E0,2324,2023-09-23,Luton,Wolves,17.0,0.0,15.6,1.15
E0,2324,2023-09-23,Crystal Palace,Fulham,17.0,0.0,15.6,1.15
E0,2324,2023-09-23,Man City,Nott'm Forest,17.0,0.0,15.6,1.15
E0,2324,2023-09-24,Brighton,Bournemouth,19.5,0.0,30.6,1.15
E0,2324,2023-09-24,Liverpool,West Ham,19.5,0.0,30.6,1.15
E0,2324,2023-09-24,Sheffield United,Newcastle,19.5,0.0,30.6,1.15
E0,2324,2023-09-24,Chelsea,Aston Villa,19.5,0.0,30.6,1.15
E0,2324,2023-09-24,Arsenal,Tottenham,19.5,0.0,30.6,1.15
E0,2324,2023-09-30,West Ham,Sheffield United,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Wolves,Man City,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Tottenham,Liverpool,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Newcastle,Burnley,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Aston Villa,Brighton,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Bournemouth,Arsenal,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Everton,Luton,18.6,0.0,19.0,1.15
E0,2324,2023-09-30,Man City,Crystal Palace,18.6,0.0,19.0,1.15
E0,2324,2023-10-01,Nott'm Forest,Brentford,22.4,0.0,18.2,1.15
E0,2324,2023-10-02,Fulham,Chelsea,22.5,0.0,15.2,1.15
E0,2324,2023-10-03,Luton,Burnley,17.6,0.0,23.6,1.15
E0,2324,2023-10-07,Fulham,Sheffield United,22.6,0.0,20.4,1.15
E0,2324,2023-10-07,Luton,Tottenham,22.6,0.0,20.4,1.15
