home_team_id,home_team_name,away_team_id,away_team_name,season,matches_played,draw_count,draw_rate,avg_goals
165,Celta,180,Almeria,2324,2,0,0.0,3.0
162,Mallorca,163,Alaves,2324,2,2,1.0,1.0
163,Alaves,169,Real Madrid,2324,4,0,0.0,2.75
161,Villarreal,176,Getafe,2324,2,2,1.0,1.0
178,Las Palmas,182,Granada,2324,2,1,0.5,1.5
163,Alaves,164,Valencia,2324,4,0,0.0,1.25
173,Sociedad,176,Getafe,2324,2,1,0.5,4.5
163,Alaves,176,Getafe,2324,2,0,0.0,1.0
160,Girona,169,Real Madrid,2324,4,0,0.0,4.5
170,Betis,172,Osasuna,2324,2,0,0.0,2.5
170,Betis,178,Las Palmas,2324,2,1,0.5,2.5
