home_team_id,home_team_name,away_team_id,away_team_name,season,matches_played,draw_count,draw_rate,avg_goals
475,Arouca,489,Gil Vicente,2324,2,1,0.5,3.5
475,Arouca,477,Moreirense,2324,2,0,0.0,1.0
479,Estoril,490,Boavista,2324,4,1,0.25,3.0
484,Benfica,492,Portimonense,2324,2,0,0.0,4.0
483,Guimaraes,493,Vizela,2324,2,0,0.0,1.5
485,Rio Ave,490,Boavista,2324,2,1,0.5,1.0
485,Rio Ave,492,Portimonense,2324,2,1,0.5,3.0
489,Gil Vicente,491,Farense,2324,2,0,0.0,1.5
479,Estoril,491,Farense,2324,4,1,0.25,3.0
489,Gil Vicente,493,Vizela,2324,2,0,0.0,1.0
473,Casa Pia,479,Estoril,2324,4,1,0.25,2.25
484,Benfica,491,Farense,2324,2,1,0.5,3.0
490,Boavista,493,Vizela,2324,2,1,0.5,4.5
475,Arouca,476,Famalicao,2324,2,0,0.0,3.0
480,Porto,489,Gil Vicente,2324,2,1,0.5,2.5
473,Casa Pia,488,Sp Lisbon,2324,2,0,0.0,5.5
475,Arouca,478,Sp Braga,2324,2,0,0.0,2.0
478,Sp Braga,479,Estoril,2324,4,0,0.0,3.5
483,Guimaraes,484,Benfica,2324,2,1,0.5,4.0
480,Porto,494,Chaves,2324,2,0,0.0,2.0
475,Arouca,491,Farense,2324,2,0,0.0,2.5
476,Famalicao,492,Portimonense,2324,2,2,1.0,3.0
473,Casa Pia,491,Farense,2324,2,0,0.0,3.5
484,Benfica,485,Rio Ave,2324,2,1,0.5,3.5
476,Famalicao,483,Guimaraes,2324,2,0,0.0,2.5
483,Guimaraes,494,Chaves,2324,2,0,0.0,4.0
489,Gil Vicente,492,Portimonense,2324,2,0,0.0,3.5
476,Famalicao,491,Farense,2324,2,1,0.5,1.5
475,Arouca,485,Rio Ave,2324,2,2,1.0,3.0
477,Moreirense,483,Guimaraes,2324,2,0,0.0,1.0
480,Porto,483,Guimaraes,2324,2,0,0.0,3.0
484,Benfica,493,Vizela,2324,2,0,0.0,5.0
483,Guimaraes,488,Sp Lisbon,2324,2,0,0.0,4.0
476,Famalicao,479,Estoril,2324,4,2,0.5,1.0
473,Casa Pia,492,Portimonense,2324,2,1,0.5,2.5
490,Boavista,492,Portimonense,2324,2,0,0.0,5.0
477,Moreirense,493,Vizela,2324,2,1,0.5,0.5
