match_id,xg_home,xg_away,xg_total,xg_draw_index
86989,1.0208193087912794,2.217719376320743,3.2385386851120224,0.9409169051910382
86976,4.536506841770557,2.133306856816865,6.669813698587422,0.8
86975,4.5062983747620695,1.0407243031917395,5.547022677953809,0.8
86974,3.6980425737430087,1.8721246327362673,5.570167206479276,0.8
86973,2.3219416209288983,1.071286352468835,3.3932279733977335,0.9285417621281813
86972,1.881642286690751,2.0969026038754195,3.9785448905661704,0.8817164087547064
86977,0.9270463787147604,1.024319317476343,1.9513656961911034,1.0438907443047116
86971,2.3033698899820663,1.1131115692550617,3.416481459237128,0.9266814832610297
86979,1.074044984425409,2.865153560463043,3.939198544888452,0.8848641164089238
87091,1.0966643840803816,0.9291738209657162,2.0258382050460977,1.0379329435963123
87090,1.0878921511038395,0.9895044487800098,2.0773965998838495,1.033808272009292
86980,1.8298638647709018,2.251417206672603,4.081281071443505,0.8734975142845196
86981,0.9704911541581337,1.1904606591446838,2.1609518133028174,1.0271238549357746
86982,2.976627876012259,1.0909548299375826,4.0675827059498415,0.8745933835240127
86983,2.1144639399780134,1.136493403282208,3.2509573432602217,0.9399234125391822
86984,1.032726081536687,0.9282304292969272,1.9609565108336142,1.0431234791333108
86985,1.8809053247509981,1.159034049245767,3.039939373996765,0.9568048500802588
86986,1.9650553750077235,0.9312502427618864,2.89630561776961,0.9682955505784312
86987,1.8603970996807861,1.073978322467623,2.934375422148409,0.9652499662281273
86990,2.9004562950595756,0.9529600675567995,3.8534163626163753,0.89172669099069
86991,2.9930997921442075,3.4522384717541166,6.445338263898324,0.8
86992,2.101804018882026,1.073948835750204,3.17575285463223,0.9459397716294216
86993,1.8730326901915908,2.09805263552013,3.9710853257117207,0.8823131739430623
86994,1.1498298347911784,2.813271935636738,3.9631017704279166,0.8829518583657667
86995,1.0268809708493496,2.3720629508300006,3.39894392167935,0.928084486265652
86996,0.913955128287166,2.023894566751668,2.937849695038834,0.9649720243968933
86998,1.963678669321325,1.0529149361668688,3.016593605488194,0.9586725115609445
86999,1.850421167099427,2.359250975449177,4.2096721425486034,0.8632262285961118
87000,3.36014755582783,2.9427895051974176,6.302937061025247,0.8
87001,1.0362722028479432,3.0811055676748156,4.117377770522759,0.8706097783581793
87002,2.0235811726697923,1.0196901178172413,3.0432712904870334,0.9565382967610373
87003,2.293188810626668,1.8608181631406118,4.154006973767279,0.8676794420986177
86978,0.9641905133078381,2.216094358392879,3.1802848717007173,0.9455772102639426
87089,2.270816194797553,2.7936090900849164,5.06442528488247,0.8
86970,2.7252946322426754,2.195399568768133,4.920694201010809,0.8063444639191353
86969,5.188693983140781,1.9912636940004658,7.179957677141247,0.8
86968,3.405605763753355,1.062401272132273,4.468007035885629,0.8425594371291497
86966,0.995381346736477,1.8958083053510804,2.8911896520875575,0.9687048278329954
86965,2.0228963042123844,1.950607264214341,3.9735035684267253,0.882119714525862
86964,2.003674196464068,1.0466246448463805,3.0502988413104486,0.9559760926951641
86963,1.8413667239979619,1.0262029812179547,2.8675697052159164,0.9705944235827267
