league_code,season,match_date,home_team,away_team,home_rest_days,away_rest_days,is_midweek
NO1,2425,2024-08-09,Groningen,NAC Breda,439,1913,False
NO1,2425,2024-08-10,PSV Eindhoven,Waalwijk,83,83,False
NO1,2425,2024-08-10,Nijmegen,Twente,83,83,False
NO1,2425,2024-08-10,Almere City,AZ Alkmaar,83,83,False
NO1,2425,2024-08-10,Feyenoord,Willem II,83,818,False
NO1,2425,2024-08-11,Utrecht,Zwolle,84,84,False
NO1,2425,2024-08-11,Ajax,Heerenveen,84,84,False
NO1,2425,2024-08-11,Sparta Rotterdam,Heracles,84,84,False
NO1,2425,2024-08-11,Go Ahead Eagles,For Sittard,84,84,False
NO1,2425,2024-08-16,For Sittard,Almere City,5,6,False
NO1,2425,2024-08-17,AZ Alkmaar,Nijmegen,7,7,False
NO1,2425,2024-08-17,Waalwijk,Groningen,7,8,False
NO1,2425,2024-08-17,Twente,Sparta Rotterdam,7,6,False
NO1,2425,2024-08-17,Heerenveen,Utrecht,6,6,False
NO1,2425,2024-08-18,Zwolle,Feyenoord,7,8,False
NO1,2425,2024-08-18,NAC Breda,Ajax,9,7,False
NO1,2425,2024-08-18,Heracles,PSV Eindhoven,7,8,False
NO1,2425,2024-08-18,Willem II,Go Ahead Eagles,8,7,False
NO1,2425,2024-08-24,NAC Breda,Utrecht,6,7,False
NO1,2425,2024-08-24,Nijmegen,Zwolle,7,6,False
NO1,2425,2024-08-24,Almere City,PSV Eindhoven,8,6,False
NO1,2425,2024-08-25,Sparta Rotterdam,Feyenoord,8,7,False
NO1,2425,2024-08-25,Go Ahead Eagles,Waalwijk,7,8,False
NO1,2425,2024-08-25,Groningen,AZ Alkmaar,8,8,False
NO1,2425,2024-08-25,Heracles,Willem II,7,7,False
NO1,2425,2024-08-30,Waalwijk,AZ Alkmaar,5,5,False
NO1,2425,2024-08-31,Heerenveen,NAC Breda,14,7,False
NO1,2425,2024-08-31,Willem II,Sparta Rotterdam,6,6,False
NO1,2425,2024-08-31,For Sittard,Nijmegen,15,7,False
NO1,2425,2024-08-31,Almere City,Groningen,7,6,False
NO1,2425,2024-09-01,PSV Eindhoven,Go Ahead Eagles,8,7,False
NO1,2425,2024-09-01,Utrecht,Twente,8,15,False
NO1,2425,2024-09-01,Zwolle,Heracles,8,7,False
NO1,2425,2024-09-14,Groningen,Feyenoord,14,20,False
NO1,2425,2024-09-14,NAC Breda,For Sittard,14,14,False
NO1,2425,2024-09-14,AZ Alkmaar,Heerenveen,15,14,False
NO1,2425,2024-09-14,PSV Eindhoven,Nijmegen,13,14,False
NO1,2425,2024-09-14,Twente,Zwolle,13,13,False
NO1,2425,2024-09-15,Willem II,Waalwijk,15,16,False
NO1,2425,2024-09-15,Sparta Rotterdam,Go Ahead Eagles,15,14,False
NO1,2425,2024-09-15,Heracles,Almere City,14,15,False
NO1,2425,2024-09-17,Twente,Heerenveen,3,3,True
NO1,2425,2024-09-18,Ajax,For Sittard,31,4,True
NO1,2425,2024-09-20,Zwolle,AZ Alkmaar,6,6,False
NO1,2425,2024-09-21,Go Ahead Eagles,Ajax,6,3,False
NO1,2425,2024-09-21,Nijmegen,Heracles,7,6,False
NO1,2425,2024-09-21,Waalwijk,Sparta Rotterdam,6,6,False
NO1,2425,2024-09-21,Utrecht,Willem II,20,6,False
NO1,2425,2024-09-22,Feyenoord,NAC Breda,8,8,False
NO1,2425,2024-09-22,For Sittard,PSV Eindhoven,4,8,False
NO1,2425,2024-09-22,Heerenveen,Groningen,5,8,False
NO1,2425,2024-09-22,Almere City,Twente,7,5,False
NO1,2425,2024-09-27,Heracles,Heerenveen,6,5,False
NO1,2425,2024-09-28,Sparta Rotterdam,For Sittard,7,6,False
NO1,2425,2024-09-28,Nijmegen,Feyenoord,7,6,False
NO1,2425,2024-09-28,Willem II,PSV Eindhoven,7,6,False
NO1,2425,2024-09-29,Twente,NAC Breda,7,7,False
NO1,2425,2024-09-29,Waalwijk,Ajax,8,8,False
NO1,2425,2024-09-29,AZ Alkmaar,Utrecht,9,8,False
NO1,2425,2024-09-29,Zwolle,Almere City,9,7,False
NO1,2425,2024-09-29,Groningen,Go Ahead Eagles,7,8,False
NO1,2425,2024-10-04,Almere City,Willem II,5,6,False
NO1,2425,2024-10-05,Utrecht,Waalwijk,6,6,False
NO1,2425,2024-10-05,PSV Eindhoven,Sparta Rotterdam,7,7,False
NO1,2425,2024-10-05,NAC Breda,Nijmegen,6,7,False
NO1,2425,2024-10-06,Heerenveen,Zwolle,9,7,False
NO1,2425,2024-10-06,Ajax,Groningen,7,7,False
NO1,2425,2024-10-06,For Sittard,AZ Alkmaar,8,7,False
NO1,2425,2024-10-06,Go Ahead Eagles,Heracles,7,9,False
