Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,league_id,home_team_id,away_team_id,TotalGoals,GoalDifference,Year,Month,DayOfWeek,is_high_scoring_match,is_very_high_scoring
2019-03-01,CHN1,Shenzhen Peng City,Wuhan Zall FC,4,4,D,1920,45,684,718,8,0,2019.0,3.0,4.0,1,0
2019-03-01,CHN1,Beijing Guoan,Tianjin Teda,3,1,H,1920,45,686,722,4,2,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Hebei China Fortune,Guangzhou City,2,1,H,1920,45,719,705,3,1,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Chongqing Lifan,Shanghai Shenhua,1,0,H,1920,45,721,675,1,1,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Shanghai Shenhua,Dalian Yingbo,2,1,H,1920,45,675,682,3,1,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Jiāngsū Sūníng,Hebei China Fortune,4,1,H,1920,45,723,719,5,3,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Henan Jianye,Chongqing Lifan,1,0,H,1920,45,720,721,1,1,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Beijing Guoan,Shanghai Port FC,0,2,A,1920,45,686,681,2,-2,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Guangzhou City,Shandong Taishan,1,3,A,1920,45,705,679,4,-2,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Shenzhen Peng City,Guangzhou Evergrande,2,3,A,1920,45,684,717,5,-1,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Tianjin Teda,Wuhan Zall FC,3,1,H,1920,45,722,718,4,2,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Wuhan Zall FC,Hebei China Fortune,1,2,A,1920,45,718,719,3,-1,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Tianjin Teda,Chongqing Lifan,2,0,H,1920,45,722,721,2,2,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Shanghai Port FC,Shenzhen Peng City,6,0,H,1920,45,681,684,6,6,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Jiāngsū Sūníng,Tianjin Teda,2,0,H,1920,45,723,722,2,2,2019.0,3.0,4.0,0,0
2019-03-01,CHN1,Henan Jianye,Guangzhou City,1,0,H,1920,45,720,705,1,1,2019.0,3.0,4.0,0,0
