league_code,season,match_date,home_team,away_team,home_rest_days,away_rest_days,is_midweek
G1,1920,2019-08-24,Lamia,Panathinaikos,7,7,False
G1,1920,2019-08-24,Aris,OFI Crete,7,7,False
G1,1920,2019-08-24,Olympiakos,Asteras Tripolis,7,7,False
G1,1920,2019-08-25,PAOK,Panetolikos,7,7,False
G1,1920,2019-08-25,Atromitos,Aris,7,1,False
G1,1920,2019-08-25,AEK,Xanthi,7,7,False
G1,1920,2019-08-25,Ionikos,Volos NFC,7,7,False
G1,1920,2019-08-31,Panathinaikos,OFI Crete,7,7,False
G1,1920,2019-08-31,Volos NFC,Aris,6,6,False
G1,1920,2019-08-31,Panetolikos,Xanthi,6,6,False
G1,1920,2019-09-01,Aris,Olympiakos,1,8,False
G1,1920,2019-09-01,Lamia,Atromitos,8,7,False
G1,1920,2019-09-01,Asteras Tripolis,AEK,8,7,False
G1,1920,2019-09-01,PAOK,Ionikos,7,7,False
G1,1920,2019-09-14,OFI Crete,Panetolikos,14,14,False
G1,1920,2019-09-14,Olympiakos,Volos NFC,13,14,False
G1,1920,2019-09-14,Atromitos,PAOK,13,13,False
G1,1920,2019-09-15,AEK,Lamia,14,14,False
G1,1920,2019-09-15,Ionikos,Aris,14,14,False
G1,1920,2019-09-15,Aris,Panathinaikos,14,15,False
G1,1920,2019-09-15,Xanthi,Asteras Tripolis,15,14,False
G1,1920,2019-09-21,Panetolikos,AEK,7,6,False
G1,1920,2019-09-21,Asteras Tripolis,Atromitos,6,7,False
G1,1920,2019-09-21,Volos NFC,OFI Crete,7,7,False
G1,1920,2019-09-22,Panathinaikos,Olympiakos,7,8,False
G1,1920,2019-09-22,PAOK,Aris,8,7,False
G1,1920,2019-09-22,Aris,Xanthi,7,7,False
G1,1920,2019-09-22,Lamia,Ionikos,7,7,False
G1,1920,2019-09-28,Olympiakos,Lamia,6,6,False
G1,1920,2019-09-28,Aris,Aris,6,6,False
G1,1920,2019-09-28,Atromitos,Panetolikos,7,7,False
G1,1920,2019-09-29,Xanthi,Volos NFC,7,8,False
G1,1920,2019-09-29,Ionikos,Panathinaikos,7,7,False
G1,1920,2019-09-29,AEK,PAOK,8,7,False
G1,1920,2019-09-29,OFI Crete,Asteras Tripolis,8,8,False
