league_code,season,match_date,home_team,away_team,temperature,rainfall,wind_speed,weather_draw_index
E0,1819,2018-08-10,Man City,Leicester,16.9,0.3,23.9,1.15
E0,1819,2018-08-11,Newcastle,Tottenham,18.5,0.0,16.6,1.15
E0,1819,2018-08-11,Wolves,Everton,18.5,0.0,16.6,1.15
E0,1819,2018-08-11,Huddersfield,Chelsea,18.5,0.0,16.6,1.15
E0,1819,2018-08-11,Watford,Brighton,18.5,0.0,16.6,1.15
E0,1819,2018-08-11,Fulham,Crystal Palace,18.5,0.0,16.6,1.15
E0,1819,2018-08-11,Bournemouth,Cardiff,18.5,0.0,16.6,1.15
E0,1819,2018-08-12,Arsenal,Man City,17.0,1.2,15.6,1.15
E0,1819,2018-08-12,Liverpool,West Ham,17.0,1.2,15.6,1.15
E0,1819,2018-08-12,Southampton,Burnley,17.0,1.2,15.6,1.15
E0,1819,2018-08-18,Chelsea,Arsenal,21.6,0.0,19.5,1.15
E0,1819,2018-08-18,Cardiff,Newcastle,21.6,0.0,19.5,1.15
E0,1819,2018-08-18,Leicester,Wolves,21.6,0.0,19.5,1.15
E0,1819,2018-08-18,West Ham,Bournemouth,21.6,0.0,19.5,1.15
E0,1819,2018-08-18,Tottenham,Fulham,21.6,0.0,19.5,1.15
E0,1819,2018-08-18,Everton,Southampton,21.6,0.0,19.5,1.15
E0,1819,2018-08-19,Man City,Huddersfield,26.6,0.0,25.3,1.15
E0,1819,2018-08-19,Brighton,Man City,26.6,0.0,25.3,1.15
E0,1819,2018-08-19,Burnley,Watford,26.6,0.0,25.3,1.15
E0,1819,2018-08-20,Crystal Palace,Liverpool,24.2,0.4,14.5,1.15
E0,1819,2018-08-25,Huddersfield,Cardiff,18.0,0.2,13.7,1.143
E0,1819,2018-08-25,Arsenal,West Ham,18.0,0.2,13.7,1.143
E0,1819,2018-08-25,Bournemouth,Everton,18.0,0.2,13.7,1.143
E0,1819,2018-08-25,Southampton,Leicester,18.0,0.2,13.7,1.143
E0,1819,2018-08-25,Wolves,Man City,18.0,0.2,13.7,1.143
E0,1819,2018-08-25,Liverpool,Brighton,18.0,0.2,13.7,1.143
E0,1819,2018-08-26,Newcastle,Chelsea,15.1,1.1,30.0,1.15
E0,1819,2018-08-26,Watford,Crystal Palace,15.1,1.1,30.0,1.15
E0,1819,2018-08-26,Fulham,Burnley,15.1,1.1,30.0,1.15
E0,1819,2018-08-27,Man City,Tottenham,19.0,0.0,19.9,1.15
E0,1819,2018-09-01,Chelsea,Bournemouth,22.2,0.0,10.1,1.101
E0,1819,2018-09-01,Brighton,Fulham,22.2,0.0,10.1,1.101
E0,1819,2018-09-01,Everton,Huddersfield,22.2,0.0,10.1,1.101
E0,1819,2018-09-01,Crystal Palace,Southampton,22.2,0.0,10.1,1.101
E0,1819,2018-09-01,Leicester,Liverpool,22.2,0.0,10.1,1.101
E0,1819,2018-09-01,West Ham,Wolves,22.2,0.0,10.1,1.101
E0,1819,2018-09-01,Man City,Newcastle,22.2,0.0,10.1,1.101
E0,1819,2018-09-02,Burnley,Man City,22.4,0.0,5.9,1.059
E0,1819,2018-09-02,Watford,Tottenham,22.4,0.0,5.9,1.059
E0,1819,2018-09-02,Cardiff,Arsenal,22.4,0.0,5.9,1.059
E0,1819,2018-09-15,Tottenham,Liverpool,19.9,0.0,11.7,1.117
E0,1819,2018-09-15,Watford,Man City,19.9,0.0,11.7,1.117
E0,1819,2018-09-15,Huddersfield,Crystal Palace,19.9,0.0,11.7,1.117
E0,1819,2018-09-15,Man City,Fulham,19.9,0.0,11.7,1.117
E0,1819,2018-09-15,Bournemouth,Leicester,19.9,0.0,11.7,1.117
E0,1819,2018-09-15,Chelsea,Cardiff,19.9,0.0,11.7,1.117
E0,1819,2018-09-15,Newcastle,Arsenal,19.9,0.0,11.7,1.117
E0,1819,2018-09-16,Wolves,Burnley,21.6,0.0,23.7,1.15
E0,1819,2018-09-16,Everton,West Ham,21.6,0.0,23.7,1.15
E0,1819,2018-09-17,Southampton,Brighton,22.9,0.0,21.0,1.15
E0,1819,2018-09-22,Crystal Palace,Newcastle,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Liverpool,Southampton,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Man City,Wolves,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Burnley,Bournemouth,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Cardiff,Man City,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Fulham,Watford,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Leicester,Huddersfield,12.1,1.0,7.6,1.106
E0,1819,2018-09-22,Brighton,Tottenham,12.1,1.0,7.6,1.106
E0,1819,2018-09-23,West Ham,Chelsea,13.4,0.0,22.9,1.15
E0,1819,2018-09-23,Arsenal,Everton,13.4,0.0,22.9,1.15
E0,1819,2018-09-29,West Ham,Man City,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Arsenal,Watford,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Everton,Fulham,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Huddersfield,Tottenham,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Man City,Brighton,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Newcastle,Leicester,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Wolves,Southampton,16.1,0.0,5.2,1.052
E0,1819,2018-09-29,Chelsea,Liverpool,16.1,0.0,5.2,1.052
E0,1819,2018-09-30,Cardiff,Burnley,14.8,0.0,15.9,1.15
E0,1819,2018-10-01,Bournemouth,Crystal Palace,13.4,0.0,16.1,1.15
E0,1819,2018-10-05,Brighton,West Ham,20.9,0.0,13.4,1.134
E0,1819,2018-10-06,Watford,Bournemouth,9.5,1.5,24.7,1.15
E0,1819,2018-10-06,Man City,Newcastle,9.5,1.5,24.7,1.15
E0,1819,2018-10-06,Leicester,Everton,9.5,1.5,24.7,1.15
E0,1819,2018-10-06,Burnley,Huddersfield,9.5,1.5,24.7,1.15
E0,1819,2018-10-06,Tottenham,Cardiff,9.5,1.5,24.7,1.15
E0,1819,2018-10-06,Crystal Palace,Wolves,9.5,1.5,24.7,1.15
E0,1819,2018-10-07,Liverpool,Man City,13.6,0.0,4.3,1.043
E0,1819,2018-10-07,Southampton,Chelsea,13.6,0.0,4.3,1.043
E0,1819,2018-10-07,Fulham,Arsenal,13.6,0.0,4.3,1.043
E0,1819,2018-10-20,Wolves,Watford,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,West Ham,Tottenham,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,Bournemouth,Southampton,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,Newcastle,Brighton,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,Huddersfield,Liverpool,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,Man City,Burnley,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,Chelsea,Man City,16.4,0.0,10.5,1.105
E0,1819,2018-10-20,Cardiff,Fulham,16.4,0.0,10.5,1.105
E0,1819,2018-10-21,Everton,Crystal Palace,16.6,0.0,11.3,1.113
E0,1819,2018-10-22,Arsenal,Leicester,12.6,0.0,13.3,1.133
E0,1819,2018-10-27,Watford,Huddersfield,7.1,0.0,23.8,1.15
E0,1819,2018-10-27,Southampton,Newcastle,7.1,0.0,23.8,1.15
E0,1819,2018-10-27,Brighton,Wolves,7.1,0.0,23.8,1.15
