league_code,season,match_date,home_team,away_team,temperature,rainfall,wind_speed,weather_draw_index
E0,1920,2019-08-09,Liverpool,Norwich,22.6,0.3,34.2,1.15
E0,1920,2019-08-10,West Ham,Man City,20.8,0.1,43.4,1.15
E0,1920,2019-08-10,Bournemouth,Sheffield United,20.8,0.1,43.4,1.15
E0,1920,2019-08-10,Burnley,Southampton,20.8,0.1,43.4,1.15
E0,1920,2019-08-10,Crystal Palace,Everton,20.8,0.1,43.4,1.15
E0,1920,2019-08-10,Watford,Brighton,20.8,0.1,43.4,1.15
E0,1920,2019-08-10,Tottenham,Aston Villa,20.8,0.1,43.4,1.15
E0,1920,2019-08-11,Leicester,Wolves,20.8,0.1,26.8,1.15
E0,1920,2019-08-11,Newcastle,Arsenal,20.8,0.1,26.8,1.15
E0,1920,2019-08-11,Man City,Chelsea,20.8,0.1,26.8,1.15
E0,1920,2019-08-17,Arsenal,Burnley,21.9,0.0,22.8,1.15
E0,1920,2019-08-17,Aston Villa,Bournemouth,21.9,0.0,22.8,1.15
E0,1920,2019-08-17,Brighton,West Ham,21.9,0.0,22.8,1.15
E0,1920,2019-08-17,Everton,Watford,21.9,0.0,22.8,1.15
E0,1920,2019-08-17,Norwich,Newcastle,21.9,0.0,22.8,1.15
E0,1920,2019-08-17,Southampton,Liverpool,21.9,0.0,22.8,1.15
E0,1920,2019-08-17,Man City,Tottenham,21.9,0.0,22.8,1.15
E0,1920,2019-08-18,Sheffield United,Crystal Palace,20.2,0.0,25.9,1.15
E0,1920,2019-08-18,Chelsea,Leicester,20.2,0.0,25.9,1.15
E0,1920,2019-08-19,Wolves,Man City,19.5,0.0,22.8,1.15
E0,1920,2019-08-23,Aston Villa,Everton,25.2,0.0,8.4,1.084
E0,1920,2019-08-24,Norwich,Chelsea,27.8,0.0,11.4,1.114
E0,1920,2019-08-24,Brighton,Southampton,27.8,0.0,11.4,1.114
E0,1920,2019-08-24,Man City,Crystal Palace,27.8,0.0,11.4,1.114
E0,1920,2019-08-24,Sheffield United,Leicester,27.8,0.0,11.4,1.114
E0,1920,2019-08-24,Watford,West Ham,27.8,0.0,11.4,1.114
E0,1920,2019-08-24,Liverpool,Arsenal,27.8,0.0,11.4,1.114
E0,1920,2019-08-25,Bournemouth,Man City,30.7,0.0,10.2,1.102
E0,1920,2019-08-25,Tottenham,Newcastle,30.7,0.0,10.2,1.102
E0,1920,2019-08-25,Wolves,Burnley,30.7,0.0,10.2,1.102
E0,1920,2019-08-31,Southampton,Man City,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,Chelsea,Sheffield United,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,Crystal Palace,Aston Villa,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,Leicester,Bournemouth,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,Man City,Brighton,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,Newcastle,Watford,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,West Ham,Norwich,19.5,0.0,27.0,1.15
E0,1920,2019-08-31,Burnley,Liverpool,19.5,0.0,27.0,1.15
E0,1920,2019-09-01,Everton,Wolves,19.3,0.0,19.4,1.15
E0,1920,2019-09-01,Arsenal,Tottenham,19.3,0.0,19.4,1.15
E0,1920,2019-09-14,Liverpool,Newcastle,21.5,0.0,3.1,1.031
E0,1920,2019-09-14,Brighton,Burnley,21.5,0.0,3.1,1.031
E0,1920,2019-09-14,Man City,Leicester,21.5,0.0,3.1,1.031
E0,1920,2019-09-14,Sheffield United,Southampton,21.5,0.0,3.1,1.031
E0,1920,2019-09-14,Tottenham,Crystal Palace,21.5,0.0,3.1,1.031
E0,1920,2019-09-14,Wolves,Chelsea,21.5,0.0,3.1,1.031
E0,1920,2019-09-14,Norwich,Man City,21.5,0.0,3.1,1.031
E0,1920,2019-09-15,Bournemouth,Everton,24.4,0.0,9.8,1.098
E0,1920,2019-09-15,Watford,Arsenal,24.4,0.0,9.8,1.098
E0,1920,2019-09-16,Aston Villa,West Ham,18.0,0.2,12.6,1.1320000000000001
E0,1920,2019-09-20,Southampton,Bournemouth,19.1,0.0,23.1,1.15
E0,1920,2019-09-21,Leicester,Tottenham,24.3,0.0,18.2,1.15
E0,1920,2019-09-21,Burnley,Norwich,24.3,0.0,18.2,1.15
E0,1920,2019-09-21,Everton,Sheffield United,24.3,0.0,18.2,1.15
E0,1920,2019-09-21,Man City,Watford,24.3,0.0,18.2,1.15
E0,1920,2019-09-21,Newcastle,Brighton,24.3,0.0,18.2,1.15
E0,1920,2019-09-22,Crystal Palace,Wolves,18.0,0.0,21.3,1.15
E0,1920,2019-09-22,West Ham,Man City,18.0,0.0,21.3,1.15
E0,1920,2019-09-22,Arsenal,Aston Villa,18.0,0.0,21.3,1.15
E0,1920,2019-09-22,Chelsea,Liverpool,18.0,0.0,21.3,1.15
E0,1920,2019-09-28,Sheffield United,Liverpool,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Aston Villa,Burnley,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Bournemouth,West Ham,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Chelsea,Brighton,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Crystal Palace,Norwich,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Tottenham,Southampton,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Wolves,Watford,18.5,0.0,26.8,1.15
E0,1920,2019-09-28,Everton,Man City,18.5,0.0,26.8,1.15
E0,1920,2019-09-29,Leicester,Newcastle,18.2,0.0,26.4,1.15
E0,1920,2019-09-30,Man City,Arsenal,16.4,0.4,13.8,1.15
E0,1920,2019-10-05,Brighton,Tottenham,14.5,0.0,11.7,1.117
E0,1920,2019-10-05,Burnley,Everton,14.5,0.0,11.7,1.117
E0,1920,2019-10-05,Liverpool,Leicester,14.5,0.0,11.7,1.117
E0,1920,2019-10-05,Norwich,Aston Villa,14.5,0.0,11.7,1.117
E0,1920,2019-10-05,Watford,Sheffield United,14.5,0.0,11.7,1.117
E0,1920,2019-10-05,West Ham,Crystal Palace,14.5,0.0,11.7,1.117
E0,1920,2019-10-06,Arsenal,Bournemouth,15.1,0.0,24.0,1.15
E0,1920,2019-10-06,Man City,Wolves,15.1,0.0,24.0,1.15
E0,1920,2019-10-06,Southampton,Chelsea,15.1,0.0,24.0,1.15
E0,1920,2019-10-06,Newcastle,Man City,15.1,0.0,24.0,1.15
E0,1920,2019-10-19,Everton,West Ham,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Aston Villa,Brighton,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Bournemouth,Norwich,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Chelsea,Newcastle,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Leicester,Burnley,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Tottenham,Watford,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Wolves,Southampton,13.9,0.0,16.7,1.15
E0,1920,2019-10-19,Crystal Palace,Man City,13.9,0.0,16.7,1.15
E0,1920,2019-10-20,Man City,Liverpool,11.6,0.0,13.8,1.138
E0,1920,2019-10-21,Sheffield United,Arsenal,11.9,0.1,15.3,1.15
E0,1920,2019-10-25,Southampton,Leicester,15.4,0.2,34.3,1.15
E0,1920,2019-10-26,Man City,Aston Villa,15.4,1.1,31.7,1.15
E0,1920,2019-10-26,Brighton,Everton,15.4,1.1,31.7,1.15
E0,1920,2019-10-26,Watford,Bournemouth,15.4,1.1,31.7,1.15
