league_code,season,match_date,home_team,away_team,temperature,rainfall,wind_speed,weather_draw_index
E1,2425,2024-08-09,Blackburn,Derby,23.7,0.0,22.6,1.15
E1,2425,2024-08-09,Preston,Sheffield United,23.7,0.0,22.6,1.15
E1,2425,2024-08-10,QPR,West Brom,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Oxford,Norwich,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Millwall,Watford,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Middlesbrough,Swansea,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Leeds,Portsmouth,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Stoke,Coventry,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Cardiff,Sunderland,23.0,0.0,23.3,1.15
E1,2425,2024-08-10,Hull,Bristol City,23.0,0.0,23.3,1.15
E1,2425,2024-08-11,Sheffield United,Plymouth,27.2,0.0,17.7,1.15
E1,2425,2024-08-12,Luton,Burnley,31.1,0.0,18.1,1.15
E1,2425,2024-08-16,Coventry,Oxford,23.4,0.0,6.8,1.068
E1,2425,2024-08-17,Bristol City,Millwall,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Burnley,Cardiff,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Norwich,Blackburn,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Plymouth,Hull,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Sheffield United,QPR,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,West Brom,Leeds,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Watford,Stoke,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Swansea,Preston,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Portsmouth,Luton,22.1,0.0,9.7,1.097
E1,2425,2024-08-17,Derby,Middlesbrough,22.1,0.0,9.7,1.097
E1,2425,2024-08-18,Sunderland,Sheffield United,24.3,0.0,16.7,1.15
E1,2425,2024-08-23,Sheffield United,Leeds,21.9,0.0,22.6,1.15
E1,2425,2024-08-24,Hull,Millwall,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Bristol City,Coventry,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,QPR,Plymouth,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Blackburn,Oxford,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Middlesbrough,Portsmouth,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Norwich,Sheffield United,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Preston,Luton,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Stoke,West Brom,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Sunderland,Burnley,16.6,0.2,14.1,1.147
E1,2425,2024-08-24,Watford,Derby,16.6,0.2,14.1,1.147
E1,2425,2024-08-25,Swansea,Cardiff,19.0,0.0,30.0,1.15
E1,2425,2024-08-30,Luton,QPR,21.8,0.0,14.3,1.143
E1,2425,2024-08-31,Derby,Bristol City,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Leeds,Hull,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Millwall,Sheffield United,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Oxford,Preston,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Plymouth,Stoke,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Portsmouth,Sunderland,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,West Brom,Swansea,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Cardiff,Middlesbrough,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Coventry,Norwich,19.7,0.0,29.1,1.15
E1,2425,2024-08-31,Burnley,Blackburn,19.7,0.0,29.1,1.15
E1,2425,2024-09-01,Sheffield United,Watford,26.4,0.0,18.8,1.15
E1,2425,2024-09-13,Hull,Sheffield United,15.6,0.0,10.0,1.1
E1,2425,2024-09-14,Blackburn,Bristol City,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Derby,Cardiff,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Middlesbrough,Preston,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Plymouth,Sunderland,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Sheffield United,QPR,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Swansea,Norwich,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Watford,Coventry,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Leeds,Burnley,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Oxford,Stoke,18.6,0.0,14.7,1.147
E1,2425,2024-09-14,Millwall,Luton,18.6,0.0,14.7,1.147
E1,2425,2024-09-15,Portsmouth,West Brom,19.1,0.0,16.2,1.15
E1,2425,2024-09-20,Stoke,Hull,22.0,0.0,22.1,1.15
E1,2425,2024-09-21,Sheffield United,Derby,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Norwich,Watford,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,QPR,Millwall,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Sunderland,Middlesbrough,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Bristol City,Oxford,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Burnley,Portsmouth,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Cardiff,Leeds,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Coventry,Swansea,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,Luton,Sheffield United,22.8,0.0,15.3,1.15
E1,2425,2024-09-21,West Brom,Plymouth,22.8,0.0,15.3,1.15
E1,2425,2024-09-22,Preston,Blackburn,19.4,0.0,13.3,1.133
E1,2425,2024-09-27,Plymouth,Luton,12.8,0.0,27.4,1.15
E1,2425,2024-09-28,Millwall,Preston,13.4,0.0,10.5,1.105
E1,2425,2024-09-28,Oxford,Burnley,13.4,0.0,10.5,1.105
E1,2425,2024-09-28,Portsmouth,Sheffield United,13.4,0.0,10.5,1.105
E1,2425,2024-09-28,Watford,Sunderland,13.4,0.0,10.5,1.105
