Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,season,league_id,home_team_id,away_team_id,prob_home_market,prob_draw_market,prob_away_market,TotalGoals,GoalDifference,Overround,Year,Month,DayOfWeek,is_extreme_favorite_home,is_extreme_favorite_away,is_mismatch,is_high_scoring_match,is_very_high_scoring,draw_prob_category,has_extreme_draw_odds,has_extreme_home_odds,has_extreme_away_odds,home_team_strength_category,away_team_strength_category
2016-01-10,E2,Oldham,Milton Keynes Dons,0,2,A,2.26,3.44,3.1,1617,8,9199,9184,0.415839185551959,0.2728134557134567,0.3025557409248597,2,-2,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Port Vale,Coventry,0,2,A,2.26,3.44,3.1,1617,8,9165,9193,0.415839185551959,0.2728134557134567,0.3025557409248597,2,-2,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Shrewsbury,Swindon,1,1,D,2.26,3.44,3.1,1617,8,9172,9191,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Southend,Peterboro,1,1,D,2.26,3.44,3.1,1617,8,9194,9150,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Walsall,Millwall,2,1,H,2.26,3.44,3.1,1617,8,9197,9201,0.415839185551959,0.2728134557134567,0.3025557409248597,3,1,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,AFC Wimbledon,Birmingham,2,0,H,2.26,3.44,3.1,1617,8,9148,9169,0.415839185551959,0.2728134557134567,0.3025557409248597,2,2,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Chesterfield,Bradford,0,1,A,2.26,3.44,3.1,1617,8,9202,9153,0.415839185551959,0.2728134557134567,0.3025557409248597,1,-1,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Charlton,Rochdale,0,1,A,2.26,3.44,3.1,1617,8,9174,9192,0.415839185551959,0.2728134557134567,0.3025557409248597,1,-1,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Bury,Scunthorpe,1,2,A,2.26,3.44,3.1,1617,8,9198,9196,0.415839185551959,0.2728134557134567,0.3025557409248597,3,-1,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Luton,Oxford,0,2,A,2.26,3.44,3.1,1617,8,9147,9176,0.415839185551959,0.2728134557134567,0.3025557409248597,2,-2,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Fleetwood Town,Sheffield Weds,1,1,D,2.26,3.44,3.1,1617,8,9178,9187,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E2,Northampton,Bristol Rvs,2,3,A,2.26,3.44,3.1,1617,8,9167,9170,0.415839185551959,0.2728134557134567,0.3025557409248597,5,-1,0.0557561956860896,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-11,E2,Bristol Rvs,Fleetwood Town,2,1,H,2.26,3.44,3.1,1617,8,9170,9178,0.415839185551959,0.2728134557134567,0.3025557409248597,3,1,0.0557561956860896,2016.0,1.0,0.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-11,E2,Coventry,Chesterfield,2,0,H,2.26,3.44,3.1,1617,8,9193,9202,0.415839185551959,0.2728134557134567,0.3025557409248597,2,2,0.0557561956860896,2016.0,1.0,0.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Millwall,Bradford,1,1,D,2.26,3.44,3.1,1617,8,9201,9153,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Fleetwood Town,Coventry,2,0,H,2.26,3.44,3.1,1617,8,9178,9193,0.415839185551959,0.2728134557134567,0.3025557409248597,2,2,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,AFC Wimbledon,Chesterfield,2,1,H,2.26,3.44,3.1,1617,8,9148,9202,0.415839185551959,0.2728134557134567,0.3025557409248597,3,1,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Luton,Southend,1,1,D,2.26,3.44,3.1,1617,8,9147,9194,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Bury,Port Vale,4,1,H,2.26,3.44,3.1,1617,8,9198,9165,0.415839185551959,0.2728134557134567,0.3025557409248597,5,3,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Peterboro,Swindon,2,2,D,2.26,3.44,3.1,1617,8,9150,9191,0.415839185551959,0.2728134557134567,0.3025557409248597,4,0,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Oxford,Rochdale,1,0,H,2.26,3.44,3.1,1617,8,9176,9192,0.415839185551959,0.2728134557134567,0.3025557409248597,1,1,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E2,Oldham,Shrewsbury,2,3,A,2.26,3.44,3.1,1617,8,9199,9172,0.415839185551959,0.2728134557134567,0.3025557409248597,5,-1,0.0557561956860896,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-04-09,E2,Northampton,Milton Keynes Dons,3,2,H,2.26,3.44,3.1,1617,8,9167,9184,0.415839185551959,0.2728134557134567,0.3025557409248597,5,1,0.0557561956860896,2016.0,4.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-04-09,E2,Birmingham,Sheffield Weds,1,2,A,2.26,3.44,3.1,1617,8,9169,9187,0.415839185551959,0.2728134557134567,0.3025557409248597,3,-1,0.0557561956860896,2016.0,4.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Rochdale,Peterboro,2,3,A,2.26,3.44,3.1,1617,8,9192,9150,0.415839185551959,0.2728134557134567,0.3025557409248597,5,-1,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Millwall,Oldham,3,0,H,2.26,3.44,3.1,1617,8,9201,9199,0.415839185551959,0.2728134557134567,0.3025557409248597,3,3,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Oxford,Chesterfield,1,1,D,2.26,3.44,3.1,1617,8,9176,9202,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Luton,Sheffield Weds,1,0,H,2.26,3.44,3.1,1617,8,9147,9187,0.415839185551959,0.2728134557134567,0.3025557409248597,1,1,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Bradford,Port Vale,0,0,D,2.26,3.44,3.1,1617,8,9153,9165,0.415839185551959,0.2728134557134567,0.3025557409248597,0,0,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Bury,Charlton,2,0,H,2.26,3.44,3.1,1617,8,9198,9174,0.415839185551959,0.2728134557134567,0.3025557409248597,2,2,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Northampton,Fleetwood Town,1,1,D,2.26,3.44,3.1,1617,8,9167,9178,0.415839185551959,0.2728134557134567,0.3025557409248597,2,0,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Walsall,AFC Wimbledon,3,1,H,2.26,3.44,3.1,1617,8,9197,9148,0.415839185551959,0.2728134557134567,0.3025557409248597,4,2,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Swindon,Coventry,1,0,H,2.26,3.44,3.1,1617,8,9191,9193,0.415839185551959,0.2728134557134567,0.3025557409248597,1,1,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Shrewsbury,Milton Keynes Dons,0,1,A,2.26,3.44,3.1,1617,8,9172,9184,0.415839185551959,0.2728134557134567,0.3025557409248597,1,-1,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E2,Southend,Birmingham,1,3,A,2.26,3.44,3.1,1617,8,9194,9169,0.415839185551959,0.2728134557134567,0.3025557409248597,4,-2,0.0557561956860896,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
