Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,season,league_id,home_team_id,away_team_id,prob_home_market,prob_draw_market,prob_away_market,TotalGoals,GoalDifference,Overround,Year,Month,DayOfWeek,is_extreme_favorite_home,is_extreme_favorite_away,is_mismatch,is_high_scoring_match,is_very_high_scoring,draw_prob_category,has_extreme_draw_odds,has_extreme_home_odds,has_extreme_away_odds,home_team_strength_category,away_team_strength_category
2016-01-10,G1,Kerkyra,Giannina,0,1,A,2.18,3.34,3.4,1617,26,8984,8980,0.4276348905291727,0.2782164146008443,0.273485559378584,1,-1,0.0522344409938893,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,G1,Levadeiakos,Aris,1,1,D,2.2,3.1,3.5,1617,26,8974,8965,0.4276704769412692,0.303508080409933,0.2688214426487977,2,0,0.0628403854210306,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,G1,Iraklis,Ionikos,1,2,A,2.8,3.2,2.55,1617,26,8987,8981,0.336356141797197,0.2943116240725474,0.3693322341302556,3,-1,0.0617997198879551,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,strong
2016-02-10,G1,Platanias,Panetolikos,0,0,D,2.18,3.34,3.4,1617,26,8985,8969,0.4276348905291727,0.2782164146008443,0.273485559378584,0,0,0.0522344409938893,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-02-10,G1,Panathinaikos,Asteras Tripolis,3,1,H,1.36,4.6,8.5,1617,26,8977,8968,0.6869772998805257,0.2031063321385902,0.1099163679808841,4,2,0.0703324808184142,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,strong,medium
2016-02-10,G1,Veria,PAOK,0,0,D,2.18,3.34,3.4,1617,26,8986,8973,0.4276348905291727,0.2782164146008443,0.273485559378584,0,0,0.0522344409938893,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-02-10,G1,Olympiakos,AEK,3,0,H,2.18,3.34,3.4,1617,26,8967,8971,0.4276348905291727,0.2782164146008443,0.273485559378584,3,3,0.0522344409938893,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-10,G1,Xanthi,Atromitos,0,0,D,2.18,3.34,3.4,1617,26,8983,8970,0.4276348905291727,0.2782164146008443,0.273485559378584,0,0,0.0522344409938893,2016.0,3.0,3.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-12,G1,Platanias,Ionikos,1,1,D,2.5,2.9,3.1,1617,26,8985,8981,0.3747394747811588,0.3230512713630679,0.3022092538557732,2,0,0.0674082313681869,2016.0,3.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-12,G1,Veria,Panetolikos,1,1,D,3.75,3.0,2.15,1617,26,8986,8969,0.2503639010189228,0.3129548762736535,0.4366812227074235,2,0,0.0651162790697674,2016.0,3.0,5.0,0,0,0,0,0,medium,0,0,0,medium,strong
