Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,league_id,home_team_id,away_team_id,TotalGoals,GoalDifference,Year,Month,DayOfWeek,is_high_scoring_match,is_very_high_scoring
2016-03-06,USA1,Philadelphia Union,New York RB,2,2,D,1617,44,9554,9546,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Impact de Montréal,New York RB,1,3,A,1617,44,9774,9546,4,-2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,Seattle Sounders,3,1,H,1617,44,9551,9549,4,2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,San Jose Earthquakes,Toronto FC,2,1,H,1617,44,9564,9561,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Vancouver Whitecaps,Orlando City,2,2,D,1617,44,9559,9567,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,FC Dallas,Chicago Fire,3,1,H,1617,44,9563,9552,4,2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Columbus Crew,D.C. United,1,1,D,1617,44,9570,9566,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,Impact de Montréal,1,1,D,1617,44,9551,9774,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Columbus Crew,Toronto FC,1,1,D,1617,44,9570,9561,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Sporting Kansas City,New York RB,3,1,H,1617,44,9562,9546,4,2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Real Salt Lake,Impact de Montréal,1,1,D,1617,44,9565,9774,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Vancouver Whitecaps,Colorado Rapids,2,2,D,1617,44,9559,9568,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New England Revolution,Columbus Crew,3,1,H,1617,44,9560,9570,4,2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Sporting Kansas City,Columbus Crew,3,2,H,1617,44,9562,9570,5,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Toronto FC,Seattle Sounders,1,1,D,1617,44,9561,9549,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Impact de Montréal,New England Revolution,3,2,H,1617,44,9774,9560,5,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Real Salt Lake,D.C. United,1,1,D,1617,44,9565,9566,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,Houston Dynamo,3,2,H,1617,44,9551,9555,5,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,Philadelphia Union,3,2,H,1617,44,9546,9554,5,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,San Jose Earthquakes,Los Angeles Galaxy,1,1,D,1617,44,9564,9547,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Orlando City,Toronto FC,3,2,H,1617,44,9567,9561,5,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Impact de Montréal,Sporting Kansas City,2,2,D,1617,44,9774,9562,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Philadelphia Union,Vancouver Whitecaps,2,3,A,1617,44,9554,9559,5,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Real Salt Lake,New York RB,2,1,H,1617,44,9565,9546,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Philadelphia Union,Chicago Fire,4,3,H,1617,44,9554,9552,7,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Real Salt Lake,Portland Timbers,2,2,D,1617,44,9565,9551,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Colorado Rapids,Chicago Fire,2,1,H,1617,44,9568,9552,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Orlando City,San Jose Earthquakes,2,2,D,1617,44,9567,9564,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Vancouver Whitecaps,New England Revolution,1,2,A,1617,44,9559,9560,3,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,Orlando City,2,2,D,1617,44,9546,9567,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,Columbus Crew,2,1,H,1617,44,9551,9570,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Vancouver Whitecaps,Impact de Montréal,2,3,A,1617,44,9559,9774,5,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Los Angeles Galaxy,D.C. United,4,1,H,1617,44,9547,9566,5,3,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Orlando City,Chicago Fire,1,1,D,1617,44,9567,9552,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Real Salt Lake,Seattle Sounders,2,1,H,1617,44,9565,9549,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Columbus Crew,Philadelphia Union,1,2,A,1617,44,9570,9554,3,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Sporting Kansas City,Vancouver Whitecaps,2,1,H,1617,44,9562,9559,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,Toronto FC,2,2,D,1617,44,9546,9561,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,San Jose Earthquakes,Portland Timbers,2,1,H,1617,44,9564,9551,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,Houston Dynamo,4,3,H,1617,44,9546,9555,7,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Seattle Sounders,Vancouver Whitecaps,1,2,A,1617,44,9549,9559,3,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,Real Salt Lake,2,2,D,1617,44,9551,9565,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,D.C. United,Colorado Rapids,1,1,D,1617,44,9566,9568,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,New England Revolution,1,1,D,1617,44,9546,9560,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,FC Dallas,Columbus Crew,1,1,D,1617,44,9563,9570,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,San Jose Earthquakes,D.C. United,1,1,D,1617,44,9564,9566,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Orlando City,Portland Timbers,4,1,H,1617,44,9567,9551,5,3,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Philadelphia Union,Orlando City,2,1,H,1617,44,9554,9567,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New England Revolution,Toronto FC,1,1,D,1617,44,9560,9561,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,FC Dallas,San Jose Earthquakes,2,2,D,1617,44,9563,9564,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Houston Dynamo,Seattle Sounders,1,1,D,1617,44,9555,9549,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Los Angeles Galaxy,Portland Timbers,1,1,D,1617,44,9547,9551,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Sporting Kansas City,Colorado Rapids,1,2,A,1617,44,9562,9568,3,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,FC Dallas,1,3,A,1617,44,9551,9563,4,-2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Houston Dynamo,Los Angeles Galaxy,1,4,A,1617,44,9555,9547,5,-3,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Chicago Fire,Impact de Montréal,1,2,A,1617,44,9552,9774,3,-1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Colorado Rapids,New York RB,2,1,H,1617,44,9568,9546,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Seattle Sounders,Philadelphia Union,2,1,H,1617,44,9549,9554,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Portland Timbers,San Jose Earthquakes,3,1,H,1617,44,9551,9564,4,2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Orlando City,New England Revolution,2,2,D,1617,44,9567,9560,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,FC Dallas,Sporting Kansas City,2,1,H,1617,44,9563,9562,3,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Colorado Rapids,Seattle Sounders,3,1,H,1617,44,9568,9549,4,2,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Los Angeles Galaxy,Real Salt Lake,5,2,H,1617,44,9547,9565,7,3,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,Impact de Montréal,1,1,D,1617,44,9546,9774,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New England Revolution,Portland Timbers,1,1,D,1617,44,9560,9551,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Vancouver Whitecaps,Sporting Kansas City,1,1,D,1617,44,9559,9562,2,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Impact de Montréal,Colorado Rapids,2,2,D,1617,44,9774,9568,4,0,2016.0,3.0,6.0,0,0
2016-03-06,USA1,New York RB,Vancouver Whitecaps,3,2,H,1617,44,9546,9559,5,1,2016.0,3.0,6.0,0,0
2016-03-06,USA1,Philadelphia Union,San Jose Earthquakes,1,1,D,1617,44,9554,9564,2,0,2016.0,3.0,6.0,0,0
