Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,season,league_id,home_team_id,away_team_id,prob_home_market,prob_draw_market,prob_away_market,TotalGoals,GoalDifference,Overround,Year,Month,DayOfWeek,is_extreme_favorite_home,is_extreme_favorite_away,is_mismatch,is_high_scoring_match,is_very_high_scoring,draw_prob_category,has_extreme_draw_odds,has_extreme_home_odds,has_extreme_away_odds,home_team_strength_category,away_team_strength_category
2016-01-10,E3,Barnet,Leyton Orient,0,0,D,2.27,3.36,3.1,1617,8,136,157,0.4128649151284289,0.2786734223859972,0.3016495320863728,0,0,0.0607283271415712,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E3,Grimsby,Hartlepool,0,3,A,2.27,3.36,3.1,1617,8,154,156,0.4128649151284289,0.2786734223859972,0.3016495320863728,3,-3,0.0607283271415712,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E3,Crewe,Macclesfield,1,1,D,2.27,3.36,3.1,1617,8,148,158,0.4128649151284289,0.2786734223859972,0.3016495320863728,2,0,0.0607283271415712,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E3,Cheltenham,Bolton,1,1,D,2.27,3.36,3.1,1617,8,144,138,0.4128649151284289,0.2786734223859972,0.3016495320863728,2,0,0.0607283271415712,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E3,Carlisle,Colchester,2,0,H,2.27,3.36,3.1,1617,8,143,146,0.4128649151284289,0.2786734223859972,0.3016495320863728,2,2,0.0607283271415712,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,E3,Cambridge,Accrington,2,1,H,2.27,3.36,3.1,1617,8,142,135,0.4128649151284289,0.2786734223859972,0.3016495320863728,3,1,0.0607283271415712,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Plymouth,Cheltenham,1,0,H,2.27,3.36,3.1,1617,8,164,144,0.4128649151284289,0.2786734223859972,0.3016495320863728,1,1,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Carlisle,Accrington,1,1,D,2.27,3.36,3.1,1617,8,143,135,0.4128649151284289,0.2786734223859972,0.3016495320863728,2,0,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Stevenage,Hartlepool,6,1,H,2.27,3.36,3.1,1617,8,171,156,0.4128649151284289,0.2786734223859972,0.3016495320863728,7,5,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Colchester,Exeter,2,3,A,2.27,3.36,3.1,1617,8,146,150,0.4128649151284289,0.2786734223859972,0.3016495320863728,5,-1,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Crewe,Doncaster,2,1,H,2.27,3.36,3.1,1617,8,148,149,0.4128649151284289,0.2786734223859972,0.3016495320863728,3,1,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Macclesfield,Cambridge,0,0,D,2.27,3.36,3.1,1617,8,158,142,0.4128649151284289,0.2786734223859972,0.3016495320863728,0,0,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Morecambe,Leyton Orient,1,2,A,2.27,3.36,3.1,1617,8,160,157,0.4128649151284289,0.2786734223859972,0.3016495320863728,3,-1,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-09,E3,Newport County,Grimsby,2,2,D,2.27,3.36,3.1,1617,8,161,154,0.4128649151284289,0.2786734223859972,0.3016495320863728,4,0,0.0607283271415712,2016.0,3.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-12,E3,Stevenage,Doncaster,3,4,A,2.27,3.36,3.1,1617,8,171,149,0.4128649151284289,0.2786734223859972,0.3016495320863728,7,-1,0.0607283271415712,2016.0,3.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E3,Plymouth,Bolton,0,3,A,2.27,3.36,3.1,1617,8,164,138,0.4128649151284289,0.2786734223859972,0.3016495320863728,3,-3,0.0607283271415712,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E3,Stevenage,Crewe,1,2,A,2.27,3.36,3.1,1617,8,171,148,0.4128649151284289,0.2786734223859972,0.3016495320863728,3,-1,0.0607283271415712,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E3,Newport County,Macclesfield,2,3,A,2.27,3.36,3.1,1617,8,161,158,0.4128649151284289,0.2786734223859972,0.3016495320863728,5,-1,0.0607283271415712,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E3,Hartlepool,Colchester,1,1,D,2.27,3.36,3.1,1617,8,156,146,0.4128649151284289,0.2786734223859972,0.3016495320863728,2,0,0.0607283271415712,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-08,E3,Grimsby,Morecambe,2,0,H,2.27,3.36,3.1,1617,8,154,160,0.4128649151284289,0.2786734223859972,0.3016495320863728,2,2,0.0607283271415712,2016.0,6.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
