Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,season,league_id,home_team_id,away_team_id,prob_home_market,prob_draw_market,prob_away_market,TotalGoals,GoalDifference,Overround,Year,Month,DayOfWeek,is_extreme_favorite_home,is_extreme_favorite_away,is_mismatch,is_high_scoring_match,is_very_high_scoring,draw_prob_category,has_extreme_draw_odds,has_extreme_home_odds,has_extreme_away_odds,home_team_strength_category,away_team_strength_category
2016-01-10,F1,Dijon,Montpellier,3,3,D,2.24,3.6,3.28,1617,5,386,395,0.4248479582971329,0.2649481627982897,0.2902958857053634,6,0,0.0290843979868369,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,F1,Metz,Monaco,0,7,A,2.24,3.6,3.28,1617,5,393,394,0.4248479582971329,0.2649481627982897,0.2902958857053634,7,-7,0.0290843979868369,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-01-10,F1,Paris FC,Bordeaux,2,0,H,2.24,3.6,3.28,1617,5,399,383,0.4248479582971329,0.2649481627982897,0.2902958857053634,2,2,0.0290843979868369,2016.0,1.0,6.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-02-10,F1,Lyon,St Etienne,2,0,H,2.24,3.6,3.28,1617,5,391,402,0.4248479582971329,0.2649481627982897,0.2902958857053634,2,2,0.0290843979868369,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-02-10,F1,Nice,Lorient,2,1,H,2.24,3.6,3.28,1617,5,397,390,0.4248479582971329,0.2649481627982897,0.2902958857053634,3,1,0.0290843979868369,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-02-10,F1,Angers,Marseille,1,1,D,2.24,3.6,3.28,1617,5,381,392,0.4248479582971329,0.2649481627982897,0.2902958857053634,2,0,0.0290843979868369,2016.0,2.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-12,F1,Bordeaux,Lille,0,1,A,2.24,3.6,3.28,1617,5,383,389,0.4248479582971329,0.2649481627982897,0.2902958857053634,1,-1,0.0290843979868369,2016.0,3.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-12,F1,Montpellier,Paris FC,3,0,H,2.24,3.6,3.28,1617,5,395,399,0.4248479582971329,0.2649481627982897,0.2902958857053634,3,3,0.0290843979868369,2016.0,3.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-03-12,F1,Angers,Lorient,2,2,D,2.24,3.6,3.28,1617,5,381,390,0.4248479582971329,0.2649481627982897,0.2902958857053634,4,0,0.0290843979868369,2016.0,3.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-04-11,F1,Montpellier,Marseille,3,1,H,2.24,3.6,3.28,1617,5,395,392,0.4248479582971329,0.2649481627982897,0.2902958857053634,4,2,0.0290843979868369,2016.0,4.0,0.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-04-12,F1,Nice,Toulouse,3,0,H,2.24,3.6,3.28,1617,5,397,404,0.4248479582971329,0.2649481627982897,0.2902958857053634,3,3,0.0290843979868369,2016.0,4.0,1.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-04-12,F1,Rennes,St Etienne,2,0,H,2.24,3.6,3.28,1617,5,401,402,0.4248479582971329,0.2649481627982897,0.2902958857053634,2,2,0.0290843979868369,2016.0,4.0,1.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-05-11,F1,Angers,Lille,1,0,H,2.24,3.6,3.28,1617,5,381,389,0.4248479582971329,0.2649481627982897,0.2902958857053634,1,1,0.0290843979868369,2016.0,5.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-05-11,F1,Nantes,Toulouse,1,1,D,2.24,3.6,3.28,1617,5,396,404,0.4248479582971329,0.2649481627982897,0.2902958857053634,2,0,0.0290843979868369,2016.0,5.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-05-11,F1,Bordeaux,Lorient,2,1,H,2.24,3.6,3.28,1617,5,383,390,0.4248479582971329,0.2649481627982897,0.2902958857053634,3,1,0.0290843979868369,2016.0,5.0,2.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-11,F1,Metz,St Etienne,0,0,D,2.24,3.6,3.28,1617,5,393,402,0.4248479582971329,0.2649481627982897,0.2902958857053634,0,0,0.0290843979868369,2016.0,6.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-06-11,F1,Paris FC,Rennes,4,0,H,2.24,3.6,3.28,1617,5,399,401,0.4248479582971329,0.2649481627982897,0.2902958857053634,4,4,0.0290843979868369,2016.0,6.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-08-13,F1,Montpellier,Angers,1,0,H,2.24,3.6,3.28,1617,5,395,381,0.4248479582971329,0.2649481627982897,0.2902958857053634,1,1,0.0290843979868369,2016.0,8.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-08-13,F1,Bordeaux,St Etienne,3,2,H,2.24,3.6,3.28,1617,5,383,402,0.4248479582971329,0.2649481627982897,0.2902958857053634,5,1,0.0290843979868369,2016.0,8.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
2016-08-13,F1,Dijon,Nantes,0,1,A,2.24,3.6,3.28,1617,5,386,396,0.4248479582971329,0.2649481627982897,0.2902958857053634,1,-1,0.0290843979868369,2016.0,8.0,5.0,0,0,0,0,0,medium,0,0,0,medium,medium
