Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,league_id,home_team_id,away_team_id,TotalGoals,GoalDifference,Year,Month,DayOfWeek,is_high_scoring_match,is_very_high_scoring
2022-02-26,USA1,New York RB,Orlando City,0,1,A,2223,44,9546,9567,1,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Cincinnati,Atlanta United FC,2,2,D,2223,44,9557,9548,4,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New England Revolution,D.C. United,1,0,H,2223,44,9560,9566,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Philadelphia Union,Chicago Fire,4,1,H,2223,44,9554,9552,5,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Toronto FC,Portland Timbers,3,1,H,2223,44,9561,9551,4,2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Inter Miami CF,New York RB,3,2,H,2223,44,9556,9546,5,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Austin FC,Sporting Kansas City,4,3,H,2223,44,9545,9562,7,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Colorado Rapids,Columbus Crew,1,1,D,2223,44,9568,9570,2,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Dallas,San Jose Earthquakes,4,1,H,2223,44,9563,9564,5,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Houston Dynamo,CF Montréal,2,3,A,2223,44,9555,9553,5,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Los Angeles Galaxy,Vancouver Whitecaps,5,2,H,2223,44,9547,9559,7,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Los Angeles Galaxy,Charlotte FC,5,0,H,2223,44,9547,9569,5,5,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Nashville SC,Minnesota United FC,1,2,A,2223,44,9558,9550,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Seattle Sounders,Real Salt Lake,1,2,A,2223,44,9549,9565,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Los Angeles Galaxy,D.C. United,1,0,H,2223,44,9547,9566,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Atlanta United FC,New York RB,1,2,A,2223,44,9548,9546,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Toronto FC,New England Revolution,2,2,D,2223,44,9561,9560,4,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New York RB,Charlotte FC,1,3,A,2223,44,9546,9569,4,-2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Dallas,Philadelphia Union,1,0,H,2223,44,9563,9554,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Vancouver Whitecaps,Colorado Rapids,2,1,H,2223,44,9559,9568,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Los Angeles Galaxy,Seattle Sounders,3,3,D,2223,44,9547,9549,6,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New York RB,FC Cincinnati,1,1,D,2223,44,9546,9557,2,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,CF Montréal,New England Revolution,4,0,H,2223,44,9553,9560,4,4,2022.0,2.0,5.0,0,0
2022-02-26,USA1,D.C. United,Philadelphia Union,0,6,A,2223,44,9566,9554,6,-6,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Inter Miami CF,Toronto FC,2,1,H,2223,44,9556,9561,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Minnesota United FC,Austin FC,2,1,H,2223,44,9550,9545,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Colorado Rapids,Houston Dynamo,1,1,D,2223,44,9568,9555,2,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Real Salt Lake,Vancouver Whitecaps,1,1,D,2223,44,9565,9559,2,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,San Jose Earthquakes,Los Angeles Galaxy,2,1,H,2223,44,9564,9547,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Chicago Fire,New York RB,0,2,A,2223,44,9552,9546,2,-2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Columbus Crew,Atlanta United FC,2,2,D,2223,44,9570,9548,4,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Charlotte FC,Orlando City,1,2,A,2223,44,9569,9567,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Sporting Kansas City,Portland Timbers,4,1,H,2223,44,9562,9551,5,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Nashville SC,FC Dallas,4,0,H,2223,44,9558,9563,4,4,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Austin FC,Los Angeles Galaxy,4,1,H,2223,44,9545,9547,5,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Portland Timbers,Seattle Sounders,2,1,H,2223,44,9551,9549,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Minnesota United FC,Houston Dynamo,2,1,H,2223,44,9550,9555,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New York RB,Inter Miami CF,3,1,H,2223,44,9546,9556,4,2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Cincinnati,Columbus Crew,2,2,D,2223,44,9557,9570,4,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Philadelphia Union,Colorado Rapids,6,0,H,2223,44,9554,9568,6,6,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Chicago Fire,CF Montréal,0,2,A,2223,44,9552,9553,2,-2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Charlotte FC,Toronto FC,0,2,A,2223,44,9569,9561,2,-2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Sporting Kansas City,San Jose Earthquakes,1,0,H,2223,44,9562,9564,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Dallas,Real Salt Lake,1,1,D,2223,44,9563,9565,2,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Vancouver Whitecaps,Nashville SC,0,3,A,2223,44,9559,9558,3,-3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Atlanta United FC,D.C. United,3,2,H,2223,44,9548,9566,5,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Orlando City,New York RB,2,1,H,2223,44,9567,9546,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New England Revolution,Los Angeles Galaxy,1,2,A,2223,44,9560,9547,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Philadelphia Union,Atlanta United FC,4,1,H,2223,44,9554,9548,5,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Columbus Crew,Inter Miami CF,1,0,H,2223,44,9570,9556,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New England Revolution,Chicago Fire,0,0,D,2223,44,9560,9552,0,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Toronto FC,Los Angeles Galaxy,2,2,D,2223,44,9561,9547,4,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Houston Dynamo,Los Angeles Galaxy,2,1,H,2223,44,9555,9547,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Nashville SC,Colorado Rapids,4,1,H,2223,44,9558,9568,5,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Orlando City,Seattle Sounders,3,2,H,2223,44,9567,9549,5,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Real Salt Lake,Minnesota United FC,3,0,H,2223,44,9565,9550,3,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Austin FC,Portland Timbers,1,2,A,2223,44,9545,9551,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New York RB,D.C. United,1,2,A,2223,44,9546,9566,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Minnesota United FC,FC Dallas,0,3,A,2223,44,9550,9563,3,-3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Columbus Crew,Chicago Fire,0,0,D,2223,44,9570,9552,0,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Chicago Fire,Atlanta United FC,0,0,D,2223,44,9552,9548,0,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Cincinnati,Charlotte FC,2,0,H,2223,44,9557,9569,2,2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Nashville SC,Austin FC,3,0,H,2223,44,9558,9545,3,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Portland Timbers,Atlanta United FC,2,1,H,2223,44,9551,9548,3,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,D.C. United,Colorado Rapids,0,0,D,2223,44,9566,9568,0,0,2022.0,2.0,5.0,0,0
2022-02-26,USA1,New York RB,Philadelphia Union,0,2,A,2223,44,9546,9554,2,-2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Sporting Kansas City,Austin FC,0,2,A,2223,44,9562,9545,2,-2,2022.0,2.0,5.0,0,0
2022-02-26,USA1,FC Dallas,Los Angeles Galaxy,1,0,H,2223,44,9563,9547,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Seattle Sounders,FC Dallas,1,0,H,2223,44,9549,9563,1,1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Charlotte FC,D.C. United,3,0,H,2223,44,9569,9566,3,3,2022.0,2.0,5.0,0,0
2022-02-26,USA1,CF Montréal,New York RB,0,1,A,2223,44,9553,9546,1,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Columbus Crew,CF Montréal,1,2,A,2223,44,9570,9553,3,-1,2022.0,2.0,5.0,0,0
2022-02-26,USA1,Portland Timbers,Nashville SC,1,1,D,2223,44,9551,9558,2,0,2022.0,2.0,5.0,0,0
