Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,is_draw
2021-04-20,Dalian Pro,Shanghai Shenhua,2,4,A,0
2021-04-20,Tianjin Jinmen Tiger,Beijing Guoan,3,1,H,0
2021-04-20,Shenzhen Peng City,Chongqing Liangjiang Athletic,2,1,H,0
2021-04-20,Shandong Taishan,Cangzhou Mighty Lions,2,1,H,0
2021-04-20,Henan Songshan Longmen,Guangzhou City,1,1,D,1
2021-04-20,Wuhan FC,Dalian Pro,2,1,H,0
2021-04-20,Beijing Guoan,Changchun Yatai,2,1,H,0
2021-04-20,Shenzhen Peng City,Shanghai Port FC,1,3,A,0
2021-04-20,Shandong Taishan,Beijing Guoan,2,1,H,0
2021-04-20,Guangzhou City,Hebei FC,1,1,D,1
2021-04-20,Changchun Yatai,Shenzhen Peng City,1,1,D,1
2021-04-20,Beijing Guoan,Shenzhen Peng City,2,2,D,1
2021-04-20,Hebei FC,Guangzhou City,1,1,D,1
2021-04-20,Shandong Taishan,Changchun Yatai,2,1,H,0
2021-04-20,Changchun Yatai,Guangzhou City,2,1,H,0
2021-04-20,Shanghai Port FC,Shenzhen Peng City,3,1,H,0
2021-04-20,Beijing Guoan,Shandong Taishan,1,1,D,1
2021-04-20,Guangzhou City,Shanghai Port FC,1,2,A,0
2021-12-12,Wuhan FC,Henan Songshan Longmen,1,1,D,1
2021-12-12,Qingdao FC,Dalian Pro,1,2,A,0
2021-12-12,Shanghai Shenhua,Cangzhou Mighty Lions,1,1,D,1
2021-12-12,Wuhan FC,Qingdao FC,1,1,D,1
2021-12-12,Wuhan FC,Cangzhou Mighty Lions,4,2,H,0
2021-12-12,Tianjin Jinmen Tiger,Chongqing Liangjiang Athletic,1,1,D,1
2021-12-12,Henan Songshan Longmen,Tianjin Jinmen Tiger,1,1,D,1
2021-12-12,Cangzhou Mighty Lions,Shanghai Shenhua,1,1,D,1
2021-12-12,Qingdao FC,Wuhan FC,2,5,A,0
2021-12-12,Tianjin Jinmen Tiger,Qingdao FC,1,2,A,0
2021-12-12,Dalian Pro,Cangzhou Mighty Lions,1,2,A,0
2021-12-12,Shanghai Shenhua,Chongqing Liangjiang Athletic,4,1,H,0
2021-12-12,Cangzhou Mighty Lions,Tianjin Jinmen Tiger,2,1,H,0
2022-01-01,Shandong Taishan,Shanghai Port FC,2,2,D,1
2022-01-01,Beijing Guoan,Guangzhou City,1,1,D,1
2022-01-01,Guangzhou City,Hebei FC,2,1,H,0
2022-01-01,Changchun Yatai,Shandong Taishan,1,1,D,1
2022-01-03,Wuhan Yangtze River,Chongqing Liangjiang Athletic,1,2,A,0
2022-01-03,Dalian Pro,Qingdao FC,4,1,H,0
